Cell_ID,clust_ID,X_position,Y_position,CMD_X,CMD_Y
2603,7,30061,25392,-0.205008665017371,-0.0860216888750098
2604,3,30057,24349,0.217941112048927,0.0328105950815525
2605,6,30063,25299,-0.0446492995474261,-0.187464864967645
2606,7,30061,24171,-0.220490110653173,-0.057675037033723
2607,6,30059,24192,-0.0349516680835529,-0.216290999429043
2608,7,30071,25205,-0.213968408339022,-0.0400288797878359
2609,8,30066,24426,-0.19760842365906,0.170462817785638
2610,8,30074,25495,-0.218006882051284,0.019060494022223
2611,6,30068,24143,-0.0921494459675358,-0.212368189056066
2612,6,30068,24549,-0.152459612074947,-0.187335728175395
2613,4,30071,24698,0.158395552520177,-0.131294058133915
2614,5,30070,25644,0.0370436477862186,-0.104000567300866
2615,7,30073,24768,-0.21505630382668,-0.047819822319999
2616,4,30074,25095,0.114413574398106,-0.0688479633064077
2617,6,30068,25962,-0.00797402110307573,-0.186368382766081
2618,8,30069,24091,-0.197106590929764,0.17187027341015
2619,4,30076,25714,0.20880102435599,-0.00737056055600274
2620,8,30077,24523,-0.228723390716542,0.0549599295609008
2621,8,30076,24798,-0.170805292682897,0.159201086068794
2622,8,30079,25321,-0.227535469108334,0.0345514018139859
2623,7,30080,25390,-0.185959235741587,-0.118213219080061
2624,4,30082,24497,0.158538390442566,-0.0999583582263963
2625,4,30084,24569,0.145516880767231,-0.138178606371804
2626,6,30081,25282,-0.0269851044150295,-0.0641688012411296
