Cell_ID,clust_ID,X_position,Y_position,CD45,e-Cadherin
819458,3,11857,23549,-1556,417
709939,2,11454,17969,-1004,472
810729,2,8991,21125,-333,478
708682,2,11126,17172,-1719,528
818601,2,11483,23121,-846,769
817058,2,10964,21679,-1035,779
818089,2,11297,21703,-827,627
820497,1,12312,22325,111,-659
709582,2,11370,16428,-884,340
713013,2,12285,18599,-2594,268
698025,3,3427,18714,-313,-642
709450,3,11325,18651,-904,-419
810640,2,8956,22885,-1383,408
817838,2,11224,21825,-411,524
708449,2,11074,17054,-884,458
712630,2,12195,18792,-2130,427
704240,3,10166,18518,-74,-481
707302,2,10819,17338,-1136,537
710469,2,11604,16558,-259,725
815176,2,10379,22123,-840,353
712236,2,12094,16099,-1230,640
818249,3,11352,23730,-393,-856
819330,2,11807,21005,-1969,729
811761,2,9359,21112,-580,284
819948,2,12040,23474,-2160,419
711336,2,11850,16654,-1407,349
702013,2,9219,19491,-1136,353
708063,3,10979,17661,-723,-803
701190,3,8782,17531,-174,-1032
712002,2,12040,18642,-740,338
713729,2,12499,16016,-1043,496
711398,2,11863,17813,-878,580
698206,1,3562,17499,115,-756
710619,2,11643,18902,-1220,429
816236,2,10686,20983,-821,588
808993,3,5318,23980,-461,-528
810194,3,8764,22373,-1035,-95
710949,2,11740,18659,-1118,354
809619,3,8303,22360,-740,-1104
707343,2,10830,16074,-1513,540
809531,3,8149,20024,-1172,-151
697623,3,3040,19782,-430,-714
706470,4,10654,16091,-803,-705
711624,2,11941,17146,-815,689
710628,2,11648,17985,-762,617
817531,2,11134,22762,-489,658
711935,2,12018,18096,-1348,582
808967,1,4910,21907,121,-767
811294,2,9200,20900,-774,661
711181,2,11806,16910,-457,427
698147,1,3500,19584,785,-309
820190,3,12146,23998,-120,-101
809796,2,8532,21717,-344,400
700141,2,8228,19257,-287,280
819312,2,11794,20805,-612,338
699673,3,7527,19294,-718,-842
819435,3,11846,22052,-1541,-75
701155,2,8763,18851,-833,280
812958,2,9753,20950,-1182,527
713202,2,12335,16853,-1856,178
814621,2,10219,23240,-1201,256
697787,3,3248,19758,-141,-626
697567,3,2931,19770,-226,-886
808770,3,3299,22478,-238,-724
812754,2,9686,23109,-368,509
708520,3,11082,17564,-803,-1228
703595,3,10002,19351,-327,-350
710084,2,11497,17154,-1092,406
708231,3,11016,18578,-52,-1354
811033,2,9107,21417,-757,579
697571,3,2940,19853,-646,-714
711300,3,11835,16274,-502,-917
697990,1,3398,18307,17,-767
809527,2,8142,20164,-527,382
812494,2,9600,20470,-107,202
812112,2,9490,20325,-1172,575
701816,2,9145,19473,-1650,362
709851,2,11434,16314,-997,320
702837,2,9722,18140,-833,776
703575,2,10006,18272,-364,642
710034,2,11486,16710,-878,494
713288,2,12367,16046,-1292,414
818065,2,11289,22221,-1650,556
701667,2,9073,17862,-2224,267
698939,3,5061,16958,-493,-588
708672,2,11121,18256,-1020,736
704434,1,10215,18984,170,-1265
706771,1,10716,19602,348,-971
813745,3,9978,20112,-1775,-200
702118,2,9266,19830,-571,435
699031,1,5473,18793,85,-724
711294,2,11837,19227,-253,778
703667,1,10021,18360,662,-917
707821,3,10923,18904,-762,-952
701740,3,9111,19092,-803,-756
700519,2,8387,17869,-163,377
703115,2,9852,18428,-1420,774
709844,3,11431,18280,-1210,-14
817668,2,11166,20697,-666,752
710164,3,11516,18753,-1084,-791
709292,3,11289,18071,-815,-14
708513,2,11082,19140,-1191,672
819865,2,12011,23499,-465,676
709573,3,11356,18335,-1458,-61
700845,2,8577,19446,-1220,241
708912,4,11185,18034,-686,-1307
813977,1,10040,23395,150,-1032
713281,2,12366,16843,-540,502
814003,2,10049,20766,-1154,434
820817,2,12445,20419,-925,428
811125,2,9138,21424,-1191,686
705018,1,10344,18922,690,-1541
820011,2,12064,21071,-281,620
702738,2,9675,19449,-891,703
709365,2,11308,16259,-2409,703
810813,3,9019,22616,-898,-626
711557,2,11919,17428,-1684,493
711542,3,11912,18019,-815,-990
818859,2,11588,20873,-1136,694
817285,2,11047,21404,-734,387
700005,3,8169,17154,-762,-714
809276,3,7578,23093,-38,-534
817787,2,11199,21976,-925,317
710446,2,11598,16134,-598,557
818755,2,11540,20893,-1191,726
811128,2,9137,20304,-404,263
699151,3,6280,16825,-272,-705
812061,2,9466,22778,-253,271
711773,2,11995,17000,-584,389
810672,2,8967,21533,-477,275
817700,2,11178,21638,-514,250
809378,1,7830,20791,781,-429
710036,2,11478,17435,-1794,448
813650,2,9953,21267,-661,619
817082,2,10972,21080,-453,648
816503,2,10762,23023,-354,597
701491,3,8970,19173,-1059,-1905
818990,2,11640,22544,-397,630
708701,2,11134,17104,-707,433
814825,2,10286,22306,-785,631
709581,2,11364,18810,-974,526
713217,2,12345,16607,-692,257
702197,1,9299,18981,382,-574
816295,2,10703,23696,-932,828
697858,3,3285,19683,-1076,-871
814048,3,10059,20672,-612,-705
814572,2,10207,20806,-718,458
706633,2,10692,17187,-884,196
698429,3,3790,18297,-171,-610
701661,2,9071,19435,-1513,378
709178,2,11261,16051,-932,13
702760,2,9686,19386,-1127,527
820460,3,12297,22585,-821,-81
702213,2,9308,19392,-423,380
712943,2,12266,16183,-803,409
814943,2,10312,22592,-702,476
712954,3,12267,17499,-473,16
713457,2,12414,18905,-434,611
700086,3,8211,18274,-1240,-934
700493,2,8384,18524,-584,115
708679,2,11124,19231,-918,303
706155,2,10597,18373,-815,253
812539,2,9620,20967,-232,802
815389,2,10446,20082,-1485,426
819670,2,11939,21119,-1250,506
701731,2,9105,18635,-1145,583
698846,3,4594,17384,-506,-886
698423,3,3789,18848,-77,-735
818317,2,11377,22815,-1472,611
702279,3,9360,19380,-2130,-4
703161,2,9879,18633,-397,694
703049,2,9829,18413,-1513,529
705266,2,10404,18509,-1110,371
811753,2,9352,22570,-375,230
698135,3,3495,19628,-226,-547
820054,3,12079,22115,-918,368
708240,2,11020,17355,-1556,290
711296,2,11838,18455,-997,302
709472,2,11335,16194,-740,312
814329,2,10144,21942,-1303,519
698079,3,3460,17085,-884,-856
704865,1,10309,18928,246,-1265
816091,3,10634,22348,-1163,55
707471,2,10858,18650,-1110,485
820109,3,12105,22118,-803,-135
699112,3,6028,16735,-60,-602
701562,2,9013,19042,-256,371
705803,2,10518,17913,-1513,644
711043,2,11770,18574,-918,628
707929,2,10946,16517,-1035,541
809380,3,7838,20841,-686,-856
813754,3,9983,22380,-1445,17
697518,1,2757,16834,129,-415
817548,3,11133,22900,-1633,-40
700626,3,8444,19137,-1110,-952
698339,3,3684,18414,-557,-676
703914,1,10080,19671,330,-1079
809604,1,8281,22134,257,-574
698626,1,4151,16645,418,-424
707144,1,10783,19407,893,-735
812721,3,9670,21138,-865,-1407
702369,2,9433,19182,-247,372
713303,2,12369,18572,-1110,455
702966,2,9790,17922,-2160,376
708508,2,11085,17680,-1445,486
819262,2,11766,21126,-446,686
710839,2,11707,17929,-1191,595
811446,2,9255,21145,-846,28
701064,2,8702,17701,-593,528
710687,2,11667,17073,-1513,605
709070,2,11231,16744,-1261,261
698241,3,3587,19360,-123,-779
811241,3,9179,20304,-79,-1032
811318,2,9202,20229,-768,455
810185,4,8764,22592,-636,-4
700237,2,8270,19106,-1359,431
698401,3,3755,18581,-779,-886
818456,3,11434,21700,-656,-237
811406,2,9235,20543,-580,371
819750,2,11975,23388,-1210,705
820673,2,12388,22099,-636,687
814070,2,10066,20792,-1348,347
706360,2,10636,18245,-2293,378
812240,2,9524,21760,-347,518
812081,3,9476,20433,-1303,39
818332,3,11384,23847,-163,-745
812922,2,9738,20302,-1240,588
697874,3,3301,17234,-281,-803
710153,2,11518,18728,-2496,605
702385,3,9450,19426,-997,-1132
700709,2,8495,19647,-821,224
703937,3,10090,19506,-1513,-231
698365,3,3714,17990,-442,-686
697461,3,2512,16219,-1701,-1541
697690,3,3179,19059,-1136,-990
702350,2,9425,19159,-757,168
708739,2,11139,16759,-1101,581
708928,3,11187,18687,-871,107
708064,3,10977,17930,-191,-1630
818260,2,11369,22920,-656,601
705595,1,10474,18956,609,-459
705243,2,10396,18408,-997,775
813888,2,10013,20730,-713,370
812887,2,9730,21606,-354,551
813527,2,9923,22081,-1856,340
711767,2,11984,16667,-997,432
817777,2,11205,20117,-692,486
698179,3,3532,18863,-697,-756
820545,2,12338,20399,-1617,42
809747,2,8487,20561,-1556,442
813435,2,9891,20795,-557,570
704904,2,10321,18644,-1201,773
811058,2,9117,22737,-974,321
813277,2,9844,22328,-1407,177
711208,3,11814,17047,-646,-779
809476,3,8083,20235,-67,162
711906,3,12012,18260,-1101,-626
820732,2,12412,23248,-540,699
816372,2,10729,23168,-1994,298
810097,4,8719,23565,-707,-1354
814309,3,10133,21810,-603,1
809135,1,6506,20070,580,-459
814763,2,10265,22282,-1602,316
713383,2,12384,18415,-1922,471
811319,2,9204,20689,-229,576
698443,3,3802,18133,-155,-492
707353,1,10832,19745,433,-1265
707210,3,10798,18892,-1922,-1228
700540,3,8403,19351,-891,98
819885,2,12022,21079,-442,770
813036,2,9776,20496,-858,369
699340,3,7056,19404,-133,-714
819575,2,11906,21937,-1051,599
818856,2,11588,20695,-1059,630
713135,2,12313,17702,-1271,516
700991,1,8665,16484,336,-886
810972,3,9084,23981,-518,-952
713270,2,12357,16969,-898,423
713643,2,12469,16083,-1445,426
814416,4,10167,20231,-612,-106
809324,1,7699,20841,123,-610
820138,2,12117,23578,-1059,759
819303,2,11789,23665,-205,563
701520,2,8988,19537,-803,362
811080,2,9126,20693,56,511
707622,1,10881,19449,390,-574
703677,2,10023,17633,-548,110
810312,4,8814,21686,-307,-103
704918,1,10325,19206,356,-1010
699455,3,7237,18659,-911,-952
815043,2,10350,22454,-803,454
815000,2,10332,23469,-469,300
809454,2,8037,20011,-607,199
817332,2,11063,21583,-1969,536
705413,1,10431,19361,121,-901
709594,2,11364,18483,-911,685
705152,1,10375,18734,19,-171
817648,2,11163,22780,-1145,552
701827,2,9149,18624,-723,620
813358,2,9870,21576,-2020,394
810452,2,8874,20954,-313,360
706729,2,10708,16933,-1314,321
817485,2,11113,21978,-1445,308
713156,2,12325,18423,-562,402
820889,2,12459,21936,-1145,594
814369,2,10156,20843,-1240,75
702095,2,9251,19193,-858,207
809215,1,7133,23102,24,-610
710119,3,11502,18370,-584,55
810571,2,8923,22933,-1076,464
707690,1,10900,19188,541,-856
811208,3,9162,22582,-527,-1055
811353,2,9213,23138,-1261,218
699908,3,8092,19496,-131,-1132
809321,3,7691,20903,-297,-842
709291,2,11286,17446,-584,566
707251,1,10808,19055,1062,-745
819160,2,11725,20804,-1067,389
810161,3,8757,22802,-1136,335
700971,3,8651,17625,-2293,-1469
814569,2,10203,20356,-898,417
697995,1,3405,17465,434,-547
809711,1,8445,21695,339,-388
709427,2,11322,16558,-960,355
708996,2,11202,16453,-1027,664
818157,2,11317,23478,-1899,542
712801,2,12234,18044,-2130,357
710010,2,11475,17156,-1383,495
709429,3,11323,16860,-989,-567
711804,3,11989,16730,-846,-459
700782,3,8536,19074,-372,-659
713646,2,12469,18599,-1118,481
815297,2,10415,21829,-1499,703
818383,2,11395,23374,-1230,487
701899,2,9169,19798,-79,588
706971,3,10753,18789,-2046,-85
698281,3,3637,17347,-723,-816
818118,2,11310,20633,-1051,431
820442,2,12289,22971,-1336,651
809043,3,5776,22608,-320,-767
709137,2,11244,17132,-1101,699
815454,2,10465,21526,-307,528
700182,3,8251,17078,-337,-676
700470,2,8369,19432,-939,147
818518,2,11459,22495,-268,402
815010,2,10335,22246,-1650,496
706860,1,10734,19155,428,-1055
708883,2,11180,17015,-1067,520
815471,2,10467,21213,-891,556
709951,2,11460,16997,-1027,450
712042,2,12045,16981,-707,665
810554,2,8921,21317,-72,363
818462,2,11436,23568,99,603
703298,2,9917,19269,-1407,433
698581,1,4031,17790,45,-610
702235,2,9322,19094,-797,4
701112,2,8731,18860,-465,473
711289,3,11834,18519,-307,-31
699786,1,7896,16368,179,-588
699950,1,8129,17523,486,-429
707148,3,10785,19521,-8,-917
704634,3,10263,18990,-217,-1161
708256,3,11025,16752,-745,-379
810099,3,8720,21857,-827,-1104
819685,3,11947,22796,-791,132
820409,2,12272,23140,-1051,635
700729,2,8500,18593,-1617,365
817686,3,11169,22070,-911,-1744
700728,3,8501,17735,-79,-312
700326,3,8299,18932,-205,28
810392,2,8850,22347,-1092,365
810141,2,8749,21759,-751,564
815977,3,10610,23154,-22,-871
814420,2,10163,23329,-589,538
706431,4,10653,16430,-617,-779
699984,3,8161,19546,-797,255
709232,2,11268,16192,-768,322
816305,3,10707,23406,-548,117
812287,2,9547,20660,-1101,221
815227,2,10397,22430,-1240,462
811783,3,9367,20019,-612,-724
814099,3,10074,21238,-330,27
707957,3,10949,19096,-1383,-756
711566,2,11919,17094,-1145,541
707107,2,10781,18760,-1012,314
701958,2,9197,19516,-1043,301
811809,2,9376,22294,-809,277
708023,3,10968,19294,-197,-901
709488,2,11336,18825,-1271,583
701843,2,9151,19756,140,556
809307,3,7664,23079,-262,-816
818671,2,11516,23204,-1043,940
817661,3,11165,21025,-718,-464
812971,2,9748,22290,-898,221
713379,3,12393,18752,-473,-1265
708184,2,11008,17011,-939,485
709938,2,11456,16104,-723,558
711802,2,11994,19526,-833,721
818267,2,11372,22041,-1101,724
712537,2,12170,18510,-1163,557
819884,2,12020,23647,-1336,634
703230,3,9905,19582,-1458,-1132
811741,2,9350,20863,-1633,594
712011,3,12039,18447,-523,-503
819587,2,11915,20965,-1261,755
816257,2,10692,22281,-1485,425
814695,2,10238,22896,-1445,395
814115,2,10081,22278,-1172,401
710827,2,11707,18305,-1794,288
706295,1,10621,18914,849,-791
701319,3,8856,19286,-1154,126
713030,2,12292,17867,-1945,599
699847,3,8028,17651,-840,-901
699308,3,7003,18416,-26,-816
711041,2,11764,18875,-925,577
709964,2,11462,18104,-1261,725
699242,1,6719,16579,222,-338
708735,2,11146,17589,-821,542
810621,2,8942,22865,-2543,337
814557,2,10195,23235,-1602,271
699632,3,7462,19657,-713,-842
811163,2,9150,22427,-408,185
710103,2,11499,18739,-1994,585
701129,2,8748,19057,-603,272
701144,2,8755,19578,-852,305
818484,2,11439,20766,-1737,647
820181,2,12142,21049,-718,726
710609,2,11640,18248,-1012,276
812010,2,9450,23032,-84,856
818958,2,11628,23528,-686,369
810560,2,8926,22392,-1118,448
698529,3,3928,17844,-1348,-1407
814991,2,10329,20763,-333,521
820585,2,12347,22506,-548,666
819083,2,11686,22194,-1191,286
815688,2,10522,21657,-489,545
701724,2,9106,19189,-713,347
707669,2,10898,18150,-1110,598
701059,2,8702,19583,-357,180
707096,2,10781,16523,-1076,463
817799,2,11205,23493,-1020,669
815223,3,10391,23473,-481,-735
814045,3,10057,22254,-1371,-246
713153,2,12325,19255,-904,642
809839,3,8561,22583,-1261,-1407
700784,2,8540,19363,-361,429
700921,3,8617,19513,-1271,-1010
808966,3,4914,21642,-514,-567
814604,2,10215,22563,-622,447
817460,2,11105,23398,-1541,702
700518,3,8386,18733,-449,-1055
815508,2,10481,21030,-291,447
814292,2,10130,20676,-607,374
702156,2,9288,19199,-531,403
818341,2,11391,23591,32,741
812795,3,9692,21986,-1336,183
711608,2,11935,16675,-540,589
815655,3,10512,21182,-925,-492
698193,3,3545,17404,-67,-779
707741,1,10909,17412,113,-1010
701944,2,9194,17965,-147,494
819989,3,12058,22238,-1292,-309
711993,2,12031,19143,-757,556
707436,1,10849,19779,261,-1407
810485,3,8889,23152,-1250,396
706778,3,10714,18802,-337,-1079
818973,2,11637,22775,-815,353
820318,2,12214,21919,-1043,557
701701,2,9091,18494,-734,623
707178,1,10792,19106,547,-1161
810253,2,8791,21723,-636,359
708413,3,11055,17570,-12,-278
707338,2,10827,16193,-904,591
711466,2,11884,18946,-803,492
815600,2,10501,22128,-617,353
709547,2,11354,17110,-871,556
814702,2,10241,22267,-1163,556
706973,2,10754,18373,-1899,443
814724,2,10253,20686,-946,550
813624,3,9943,22950,-1458,-528
699038,1,5537,19999,87,-470
697757,3,3227,19071,-523,-642
704413,2,10203,19959,-168,635
711388,3,11862,17181,-891,-5
816041,3,10621,22883,-89,-901
705912,3,10542,18758,-188,-871
809457,3,8044,23438,-434,-791
703172,4,9879,19354,-1220,-610
698301,3,3657,18800,-575,-871
701359,2,8884,19581,-1282,401
816367,2,10719,23460,-898,171
817939,2,11255,20925,-1433,331
818048,2,11285,21391,-718,618
816940,2,10923,21027,-562,268
700031,2,8191,19259,-87,319
704758,2,10288,18735,-430,729
711026,2,11759,17361,-1110,407
701061,4,8695,16056,-354,-714
710311,2,11564,16387,-1101,550
809432,3,7978,22362,-185,-791
810855,2,9043,23053,-1348,383
699346,3,7069,16142,-368,-735
818186,2,11338,23583,52,684
811953,1,9432,21983,117,-917
712156,2,12081,18430,-2594,530
809916,3,8613,20587,-617,-186
701440,2,8934,19091,-535,33
819343,2,11803,22687,-1794,661
700885,3,8598,18860,-932,-952
812709,2,9667,22889,-1261,458
699036,1,5517,16297,356,-396
705795,2,10524,18244,-1336,172
818022,2,11278,23206,-797,551
809733,2,8472,20542,-1458,298
818390,2,11402,20890,-1043,421
706364,2,10642,18485,-939,36
700514,2,8393,19422,-751,240
809735,3,8477,22459,-415,-714
812264,2,9534,22963,-1371,630
702181,1,9291,18952,482,-705
713679,3,12477,18126,-506,-342
712209,2,12089,16603,-1407,658
813704,2,9965,23065,-408,373
820360,2,12239,20488,-740,485
707543,3,10865,19480,-379,-1104
820264,2,12184,22981,-1371,441
708826,1,11160,18543,472,-1407
810370,2,8850,20963,-571,417
700020,3,8178,18319,-1172,-1132
713661,2,12475,20000,-1101,459
811746,2,9356,22659,-1043,105
812746,2,9678,23093,-372,359
702943,2,9777,18470,-580,923
808860,3,3772,23780,-217,-705
704394,1,10206,18711,622,-1541
697920,3,3345,16762,-1092,-856
819238,3,11752,23618,-1201,-106
713351,3,12382,16903,-865,487
819096,3,11685,23004,-361,-197
707887,1,10936,18890,466,-1265
813889,2,10020,20967,-518,808
711055,2,11768,17083,-821,573
702030,2,9222,19372,-1433,570
698679,3,4287,17757,-1067,-1032
711789,3,11995,17716,-575,-560
701196,2,8783,19252,-1110,162
702028,2,9224,18097,-351,494
816337,3,10714,21157,-803,-108
700542,1,8402,16889,68,-791
704110,1,10133,19082,624,-1469
708437,2,11070,16455,-1035,545
819423,2,11851,23773,-846,265
710995,3,11746,16454,-681,-842
704929,1,10326,18918,222,-1744
709256,2,11282,17013,-535,456
707227,1,10812,19811,103,-901
705967,2,10556,18324,-1172,432
704382,1,10206,17896,87,-1010
709583,3,11363,16594,-1027,0
812071,2,9474,21129,-1420,826
699684,3,7576,19973,-208,-503
709576,2,11355,16408,-1794,419
701916,2,9180,18482,-1191,200
698034,3,3430,18734,-337,-650
818440,2,11429,21071,-1922,305
712559,2,12182,17601,-1230,642
711447,2,11886,17079,-827,228
699811,3,7964,16887,-656,-767
706195,1,10604,18665,668,-695
698979,1,5154,17749,60,-492
818055,2,11288,23400,-1250,461
711736,4,11975,18465,-1922,-222
820795,2,12435,23262,-661,682
812871,2,9720,23048,-692,433
710487,3,11607,19159,-584,-71
699542,1,7345,19387,113,-686
703009,2,9813,18294,-1220,527
713331,2,12383,19201,-1945,701
703713,3,10032,17809,-636,-59
819267,2,11775,22470,-562,587
820870,2,12451,22749,-357,634
813638,2,9947,22783,-217,518
712291,2,12109,18142,-1472,734
820657,2,12381,22025,-946,685
809971,2,8664,22905,-434,103
819687,2,11948,20962,-898,458
815273,2,10409,22350,-1127,443
812304,2,9543,20517,-656,386
708045,1,10973,19428,451,-1104
809570,2,8221,20381,-1059,328
710639,2,11647,18948,-1101,654
811843,2,9389,20751,-1271,592
809933,3,8617,21020,-904,-886
698837,3,4577,17423,-191,-705
698150,1,3499,17593,234,-528
712702,2,12209,16310,-1420,489
819470,2,11858,22767,-852,569
814742,1,10255,22172,199,-509
813425,3,9884,23149,-1499,-1744
818377,2,11404,23435,-865,334
701665,2,9077,18281,-368,637
711374,2,11862,18865,-729,402
813593,2,9936,21370,-1602,802
697562,3,2916,16151,-1303,-1193
712001,3,12038,17480,-803,-745
817446,2,11101,21475,-1303,509
706434,1,10648,18695,605,-816
712716,3,12219,16198,-757,118
590100,3,2678,16001,-1163,-659
814650,2,10226,20474,-426,519
699271,3,6904,18350,-434,-695
706168,2,10601,18227,-1472,163
701071,2,8710,18643,-1814,257
698867,1,4657,17799,366,-388
704731,1,10279,19170,668,-1010
818328,2,11386,20211,-489,812
820695,3,12395,23153,-566,173
811408,2,9242,20840,-622,486
708624,3,11104,17827,-1059,-375
712750,2,12228,18434,-502,461
700619,2,8439,19802,-548,221
818142,2,11318,21004,-1271,308
817598,2,11145,21908,-593,399
709094,1,11233,19014,390,-1407
818470,2,11437,20910,-1969,583
701675,3,9077,19070,-2101,-1265
813544,2,9925,21936,-1458,454
702937,2,9773,17906,-1395,719
701215,2,8801,19058,-473,133
698326,1,3669,19528,140,-521
699317,3,7010,18807,-22,-695
701132,2,8739,19618,-840,478
815660,2,10523,22938,-426,369
698217,3,3567,18866,-304,-595
817246,2,11037,22962,-891,369
820652,2,12375,22665,-723,374
698875,3,4730,19807,-26,-464
700320,3,8298,18656,-235,-803
809833,3,8553,21565,-485,-1161
711192,2,11807,17721,-982,557
817326,2,11064,23095,-571,445
809257,3,7492,21381,-347,-756
709191,2,11263,16314,-1877,394
697645,3,3110,16248,-375,-791
813223,2,9833,22124,-809,548
707533,3,10866,19034,-1,-842
704511,1,10233,19105,544,-952
709635,2,11375,16346,-1756,378
819475,2,11863,22493,-1617,737
697957,3,3364,17068,-535,-714
810364,2,8840,22795,-918,396
817494,2,11115,21682,-1513,224
707033,4,10769,18433,-1325,-26
702935,2,9777,17825,-1814,361
819586,3,11912,22218,-1012,-1630
816046,3,10632,23460,-967,-498
707565,1,10871,19152,674,-1032
820174,2,12139,23057,-523,443
701540,2,9002,18736,-548,494
710833,2,11704,17218,-1210,525
810444,2,8869,21027,-757,655
710112,3,11502,18244,-197,-901
811893,3,9415,20974,-651,-93
817886,2,11229,23486,-827,640
706689,2,10700,18182,-1136,419
707522,3,10864,18911,-188,-971
820044,2,12081,22435,-740,422
817454,3,11107,20509,-393,-17
816665,2,10819,23413,-1303,697
819231,3,11755,23531,-566,-553
813628,2,9946,21066,-797,417
705710,4,10507,17681,-1191,-626
711627,2,11942,17820,-852,472
811367,2,9224,21161,-734,487
712533,2,12171,16429,-110,517
815392,2,10441,21418,-1336,585
812969,2,9753,20744,-430,599
809771,3,8511,22764,-1191,-1055
814532,1,10191,20436,220,-1407
812392,2,9565,23056,-1433,699
811570,2,9289,21486,-1336,667
809734,2,8476,20601,-768,463
820495,2,12309,20355,-430,327
711950,2,12021,19563,-497,688
713052,4,12300,18181,-1617,-10
701241,2,8818,19316,-514,431
809592,3,8262,22507,-364,-779
712624,2,12202,16340,-884,494
708607,2,11107,17354,-1541,632
712991,3,12282,18822,-1154,-214
699686,1,7586,19214,418,-335
699492,4,7278,16606,-686,-1905
709387,3,11312,17184,-1230,141
705546,1,10460,18662,410,-1055
811282,3,9187,22615,-1051,-856
817526,3,11134,23523,-612,-1010
711386,2,11865,17531,-562,337
699371,3,7122,18625,-575,-971
811110,2,9137,22872,-1314,561
818171,2,11331,22839,-1292,742
710648,2,11647,17468,-1348,556
820809,2,12444,21993,-884,453
701324,3,8863,18815,-400,-610
811564,2,9293,22239,-1182,424
713382,2,12396,17063,-671,359
819894,2,12016,22088,-713,531
713654,2,12469,16826,-827,556
704743,1,10285,19031,515,-871
815521,2,10484,22805,-858,460
812219,2,9517,20239,-1059,507
711460,2,11886,17107,-1383,582
811772,2,9362,20486,-469,294
812635,2,9642,20453,-238,703
700474,2,8368,19768,-1556,53
709667,2,11385,18429,-1420,469
707228,2,10806,17791,-598,456
701148,3,8751,19354,-1359,-509
699493,3,7279,18732,-272,-714
813204,2,9825,22071,-989,609
711146,3,11800,16084,-485,-779
699350,3,7081,18615,-646,-901
700297,2,8294,18152,-1067,309
811685,2,9327,20029,-330,417
709231,3,11269,18835,-160,-695
698409,3,3768,17311,-553,-735
816891,2,10901,21528,-275,610
813293,3,9858,21174,-852,-1010
816183,2,10670,22649,-174,336
702322,2,9403,19451,-180,241
710846,2,11709,18179,39,569
705364,3,10416,19801,-557,-990
713652,2,12467,16011,-865,550
700735,2,8509,17760,75,330
818884,3,11596,23667,-79,-816
704337,3,10192,18529,-1292,-767
699914,3,8103,19609,-171,87
812348,2,9562,20961,-1261,396
713490,2,12421,17051,-686,157
701163,2,8763,19271,-531,230
813087,2,9782,22126,-411,772
700264,3,8280,18770,-128,-595
705703,4,10504,16451,-589,-917
701501,2,8970,19570,-1127,446
814586,2,10206,22732,49,371
713155,2,12334,17220,-1084,434
711777,2,11990,19040,-1282,511
819607,3,11915,21963,-1756,-346
811852,2,9398,22079,-354,272
700605,3,8440,17753,-745,-1193
713300,2,12366,17550,-544,598
697516,1,2732,16696,335,-714
818733,2,11547,23040,-1012,373
711389,3,11860,17587,-200,-1132
710135,2,11508,18802,-1059,628
711924,3,12006,19489,-8,33
707400,2,10842,16272,-1118,444
712007,2,12043,18578,-871,488
707180,2,10792,16742,-960,702
711641,3,11946,18033,-1092,-650
817789,2,11200,22974,-2192,585
809597,3,8265,23850,-155,-724
710033,2,11482,18500,-1220,637
712244,2,12095,18112,-1922,634
701176,2,8769,19329,-2409,174
710682,2,11664,19061,-1756,550
700217,2,8267,19913,-473,268
697885,3,3314,18744,-651,-756
812744,2,9682,22255,-333,218
703930,2,10094,18202,-1325,512
699784,1,7893,17620,146,-415
818724,2,11541,22080,-489,719
810158,2,8752,21043,-502,551
705914,2,10549,19973,-1220,564
809241,3,7346,20806,-202,-540
711632,2,11937,18556,-1182,225
701401,2,8904,19040,-506,223
712484,2,12156,18447,-1667,575
809427,3,7958,23552,-344,-767
816746,2,10856,23523,-974,579
700169,1,8242,18373,635,-990
701818,2,9144,17906,-275,520
699840,1,8021,17684,206,-650
702841,2,9731,19743,-540,724
820826,2,12447,20086,-1292,547
702246,2,9328,19414,-571,392
705196,3,10382,18594,-676,-1032
713335,3,12373,17196,-833,-7
817099,2,10983,22082,-1043,693
815183,2,10387,22488,-723,395
699266,1,6891,18801,172,-610
809824,1,8545,23151,210,-434
809955,2,8645,21652,-1240,499
704564,2,10240,18460,-982,488
